Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Index,Date and Time,Speed (km/h),Distance traveled (km).1,Status,Position,Longitude,Latitude,Distance_geopy,Distance traveled (km)
0,1,1,1,1,1,,2017-05-27 00:04:02,0,0,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县,距龙桥安置区 约215米,距金腾科技园 约319米",112.67509,28.27671,0.0,0
1,2,2,2,2,2,,2017-05-27 00:07:18,0,0,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县,距龙桥安置区 约215米,距金腾科技园 约319米",112.67509,28.27671,0.0,0
2,3,3,3,3,3,,2017-05-27 00:10:34,0,0,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县,距龙桥安置区 约215米,距金腾科技园 约319米",112.67509,28.27671,0.0,0
3,4,4,4,4,4,,2017-05-27 00:13:50,0,0,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县,距龙桥安置区 约215米,距金腾科技园 约319米",112.67509,28.27671,0.0,0
4,5,5,5,5,5,,2017-05-27 00:17:07,0,0,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县,距龙桥安置区 约215米,距金腾科技园 约319米",112.67509,28.27671,0.0,0
5,6,6,6,6,6,,2017-05-27 00:20:23,0,0,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县,距龙桥安置区 约215米,距金腾科技园 约319米",112.67509,28.27671,0.0,0
6,7,7,7,7,7,,2017-05-27 00:23:39,0,0,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县,距龙桥安置区 约215米,距金腾科技园 约319米",112.67509,28.27671,0.0,0
7,8,8,8,8,8,,2017-05-27 00:26:56,0,0,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县,距龙桥安置区 约215米,距金腾科技园 约319米",112.67509,28.27671,0.0,0
8,9,9,9,9,9,,2017-05-27 00:30:11,0,0,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县,距龙桥安置区 约215米,距金腾科技园 约319米",112.67509,28.27671,0.0,0
9,10,10,10,10,10,,2017-05-27 00:33:28,0,0,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县,距龙桥安置区 约215米,距金腾科技园 约319米",112.67509,28.27671,0.0,0
10,11,11,11,11,11,,2017-05-27 00:36:44,0,0,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县,距龙桥安置区 约215米,距金腾科技园 约319米",112.67509,28.27671,0.0,0
11,12,12,12,12,12,,2017-05-27 00:40:00,0,0,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县,距龙桥安置区 约215米,距金腾科技园 约319米",112.67509,28.27671,0.0,0
12,13,13,13,13,13,,2017-05-27 00:43:16,0,0,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县,距龙桥安置区 约215米,距金腾科技园 约319米",112.67509,28.27671,0.0,0
13,14,14,14,14,14,,2017-05-27 00:46:32,0,0,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县,距龙桥安置区 约215米,距金腾科技园 约319米",112.67509,28.27671,0.0,0
14,15,15,15,15,15,,2017-05-27 00:49:49,0,0,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县,距龙桥安置区 约215米,距金腾科技园 约319米",112.67509,28.27671,0.0,0
15,16,16,16,16,16,,2017-05-27 00:53:05,0,0,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县,距龙桥安置区 约215米,距金腾科技园 约319米",112.67509,28.27671,0.0,0
16,17,17,17,17,17,,2017-05-27 00:56:21,0,0,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县,距龙桥安置区 约215米,距金腾科技园 约319米",112.67509,28.27671,0.0,0
17,18,18,18,18,18,,2017-05-27 00:59:37,0,0,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县,距龙桥安置区 约215米,距金腾科技园 约319米",112.67509,28.27671,0.0,0
18,19,19,19,19,19,,2017-05-27 01:02:53,0,0,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县,距龙桥安置区 约215米,距金腾科技园 约319米",112.67509,28.27671,0.0,0
19,20,20,20,20,20,,2017-05-27 01:06:09,0,0,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县,距龙桥安置区 约215米,距金腾科技园 约319米",112.67509,28.27671,0.0,0
20,21,21,21,21,21,,2017-05-27 01:09:26,0,0,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县,距龙桥安置区 约215米,距金腾科技园 约319米",112.67509,28.27671,0.0,0
21,22,22,22,22,22,,2017-05-27 01:12:42,0,0,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县,距龙桥安置区 约215米,距金腾科技园 约319米",112.67509,28.27671,0.0,0
22,23,23,23,23,23,,2017-05-27 01:15:58,0,0,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县,距龙桥安置区 约215米,距金腾科技园 约319米",112.67509,28.27671,0.0,0
23,24,24,24,24,24,,2017-05-27 01:19:14,0,0,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县,距龙桥安置区 约215米,距金腾科技园 约319米",112.67509,28.27671,0.0,0
24,25,25,25,25,25,,2017-05-27 01:22:30,0,0,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县,距龙桥安置区 约215米,距金腾科技园 约319米",112.67509,28.27671,0.0,0
25,26,26,26,26,26,,2017-05-27 01:25:47,0,0,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县,距龙桥安置区 约215米,距金腾科技园 约319米",112.67509,28.27671,0.0,0
26,27,27,27,27,27,,2017-05-27 01:29:03,0,0,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县,距龙桥安置区 约215米,距金腾科技园 约319米",112.67509,28.27671,0.0,0
27,28,28,28,28,28,,2017-05-27 01:32:19,0,0,"ACC开,3D定位,天线正常","湖南省长沙市宁乡县,距龙桥安置区 约215米,距金腾科技园 约319米",112.67509,28.27671,0.0,0
